Modo de trabalho,Tecnologias,Descrição,Localização,Data de publicação,Empresa,Tipo de contrato,Link,Categoria,Título,Seniority
Remoto,"Adobe, Machine Learning, Oracle, R, TypeScript","Who are “We”? Founded in 2016, Notify AI is a fast-growing martech scale-up. In a marketing ecosystem in full upheaval, we’re positioned as the 1st AI CRM solution for responsible and efficient omnichannel orchestration. Our proprietary technology allows ours brands to send - for each of their customers - the right message, at the right time and on the right channel, and integrates with all marketing automation tools (Salesforce, Adobe, Selligent, Oracle, Braze, Airship, Batch, etc.). With growth of +50% in the last 12 months and nearly 100 brands supported, notify is stepping up its product development in four areas : - Artificial Intelligence R&D to identify new algorithmic models for modeling and anticipating customer behavior - CRM orchestration: performance optimization, marketing pre...",Coimbra,3 de Outubro de 2025,Notify Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505313/front-end-developer-squad-product,Frontend,Front-End Developer – Squad Product,N/A
Presencial,"Git, Machine Learning","We are looking for a Mobile Product Owner to join the team of our client - a reference company in the retail sector who is creating a new IT Hub in Portugal. What will be your main tasks and responsibilities? - Lead and manage a self-contained digital product team accountable for the full lifecycle of our Mobile App platform. - Collaborate with business stakeholders to shape the product's commercial outcomes, user experience, and functional roadmap across iOS and Android. - Act as an extended member of the IT leadership team, working cross-functionally to deliver, support, and continuously improve a high-performing, user-centric, and cost-effective mobile application that integrates seamlessly with our broader digital ecosystem; What is required from you? - Bachelor's degree in Digital, IT...",Porto,3 de Outubro de 2025,QiBit Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505317/mobile-product-owner,Mobile,Mobile Product Owner,C-Level
Presencial,"JIRA, TypeScript","We are looking for a IT Delivery Manager to work in Lisbon who's eager to embark on an exciting new opportunity! Apply here <endereço ocultado> About KWAN We connect IT professionals with projects that match their skills, professional experience, and goals, then we offer a career progression program, delivered by in-house specialists - our People Experience Partners - to guide them through our journey with us. What is this challenge about: Lead IT projects, technical initiatives, and service management (order ticketing) using Jira and EasyVista, ensuring delivery within agreed timelines and SLAs. Collaborate closely with the Applications Delivery & Optimization – Software & Automation team to ensure successful outcomes. Operate with high levels of autonomy and effectively manage complex si...",Lisboa,3 de Outubro de 2025,KWAN,Contrato sem termo,https://www.itjobs.pt/oferta/505336/it-delivery-manager,DevOps,IT Delivery Manager,Manager
Remoto,".NET, Git, Python, TypeScript","Who are we: Neotalent Conclusion is one of the leading Iberian specialists providing services in Information Technology and Engineering services. As part of the Netherlands-based organization Conclusion, which has an ecosystem of over 25 companies and 3,600 employees, we are focused on increasing the technological capacity of our clients and the digital transformation of their application ecosystems. We are talent specialists, attracting the best people and combining them with the needs of the most ambitious projects, at the right time. Our success comes from our investments in innovation, our focus on results, and, above all, the guarantee that our people will have happy and rewarding careers. With over 25 years of solid experience, Neotalent Conclusion has established its presence in key...",N/A,3 de Outubro de 2025,Neotalent Conclusion,Contrato sem termo,https://www.itjobs.pt/oferta/505248/senior-net-developer,Software Development,Senior .NET Developer,Senior
Presencial,"Machine Learning, TypeScript","A Integer Consulting é uma empresa portuguesa de consultoria em tecnologias de informação. Somos especialistas em serviços de IT outsourcing, software, projetos de nearshore e desenvolvimento à medida. Somos parceiros dos principais players tecnológicos a nível mundial e trabalhamos com empresas nacionais e multinacionais de diversos setores de atividade. A maioria dos projetos em que participamos são em Portugal, no Brasil e um pouco por toda a Europa. O que nos diferencia é o talento tecnológico e a experiência das pessoas que fazem parte da equipa e que integram os nossos projetos. Estás à procura de novas oportunidades na área de IT? Temos novidades para ti! Este pode ser o desafio perfeito, se tiveres: - Licenciatura e/ou Mestrado em Gestão de Recursos Humanos, Psicologia Social e Org...",Lisboa,3 de Outubro de 2025,Integer Consulting,Full-time,https://www.itjobs.pt/oferta/505113/it-recruiter,Data Science,IT Recruiter,Senior
Presencial,"Angular, Java, TypeScript","Seeking a Full stack with Java and Angular: Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your profession...",Porto,3 de Outubro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504688/full-stack-with-java-and-angular,Frontend,Full stack with Java and Angular,C-Level
Presencial,"Java, SQL, TypeScript","Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. This project is part of the business investment banking and financial services area, and currently has its technological hub in Porto and is working on the development of innovative solutions and support for all operations related to the business. We are looking for a Java Developer to work in this project in Porto (Hybrid) . What are we looking for? -Academic background in either Computer Science (or similar IT degree), Economics or Finance; -Between 3 and 6 years of experience as a Java Developer; -Proven experience in PL/SQL and SQL programming languages; -...",Porto,3 de Outubro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504164/java-developer,Business Analysis,Java Developer,N/A
Remoto,"Rust, TypeScript","We’re looking for the special, unique and amazing YOU! @ KCS IT, we look for the ones that stands out, for those that always wants to be better and fight for it,  and for those who has the same values that we do: dedication, energy, integrity, transparency, flexibility, trust, honesty, hard work, proactivity, team work. At KCS we stand for equality and value diversity. We create a safe, diverse environment where opportunities are equal for everyone! We do not discriminate based on age, ethnicity, sexual orientation, gender, disability or any factor other than merit. All applications with skills for the position are welcome! We are looking for an Amazing: QAE Seniority: Mid (3-5 years) Type of position: Hybrid model in Lisbon. Candidates need to be already living in Portugal! The amazing yo...",Lisboa,3 de Outubro de 2025,KCS IT,Full-time,https://www.itjobs.pt/oferta/505413/qae,QA,QAE,C-Level
Remoto,"Go, Python, React, TypeScript","We are looking for a Fullstack Developer who’s eager to embark on an exciting new opportunity! Apply here: <endereço ocultado> About KWAN We connect IT professionals with projects that match their skills, professional experience, and goals, then we offer a career progression program, delivered by in-house specialists - our People Experience Partners - to guide them through our journey with us. What we are looking for: - 5+ years of professional experience as a Full-Stack Developer; - Strong expertise in React for frontend development; - Proficiency in Python or Go for backend development; - Fluent in English (spoken and written); - Fully remote position based in Portugal. Do you meet most of the position requirements? Then grab this opportunity and apply now! <endereço ocultado> What we of...",N/A,3 de Outubro de 2025,KWAN,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/505339/fullstack-developer,Frontend,Fullstack Developer,Senior
Presencial,"Azure, DevOps, Git, GitHub, JavaScript, Machine Learning, Next.js, Node.js, React, TypeScript","Your connection with Aubay starts in the following lines: Aubay Portugal is a multinational French company, in Portugal since 2007. We have offices in Lisbon and Oporto and we are a specialized consultant in Management, Implementation, Development and Maintenance of Information Systems. We have more than 150 active partners and we operate in sectors such as banking, insurance, telecommunications, services, energy and transports. What are we looking for? 5 years Javascript development ( NextJS / React ) for the frontend Github/DevOps experience Experience in API operations and management Competence in monitoring resources on Azure Experience with Azure API application Knowledge of Infrastructure as Code (IaC) Proficiency in creating, implementing, and maintaining scripts to automate tasks, ...",Lisboa,3 de Outubro de 2025,Aubay,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/505354/node-js-react-developer,Frontend,Node.js & React Developer,C-Level
Remoto,"Azure, DevOps, Machine Learning, R, TypeScript","Com mais de 7 anos de existência a nível nacional, contamos com mais de 200 colaboradores com o nosso ADN e posicionamo-nos no mercado com 3 ofertas de serviço: Strategy (Outsourcing, NeXel, Team as a Service, Tech Academies); R&D (Estágios, POC, Laboratório Tecnológico); Nearshore. Na ADENTIS centramo-nos nas PESSOAS e é este o nosso salário emocional: Equilíbrio entre a vida profissional e pessoal; Flexibilidade na rotina organizacional; Benefícios de saúde para colaboradores e familiares; Eventos Team Building; Protocolo com mais de 300 parceiros; Formação contínua através de um centro profissional de formação e certificação; Acompanhamento e feedback contínuo através de um plano personalizado; Progressão de carreira através de avaliações objetivas e diretas. O que procuramos: Licenciat...","Lisboa, Porto",3 de Outubro de 2025,Adentis,Contrato sem termo,https://www.itjobs.pt/oferta/505358/azure-devops-engineer,Mobile,Azure DevOps Engineer,N/A
Presencial,"Go, Machine Learning, TypeScript","We are looking for a ERP Finance Analyst to join the team of our client - a reference company in the retail sector who is creating a new IT Hub in Portugal. What will be your main tasks and responsibilities? - Gather, document, and validate finance business requirements in SAP; - Support solution design sessions and ensure alignment with business needs; - Execute system testing and support user acceptance testing; - Assist in ensuring compliance with IFRS, tax, and group reporting standards; - Provide documentation, end-user training, and post go-live support; - Identify opportunities for process improvement and support continuous ERP optimization. What is required from you? - Bachelor's degree in Finance, Accounting, or Business Information Systems. - Minimum 06 years of experience in ERP...",Porto,3 de Outubro de 2025,QiBit Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505322/erp-finance-analyst,QA,ERP Finance Analyst,C-Level
Presencial,Machine Learning,"Sobre a YellowIpe Nossa missão é inspirar a conexão da tecnologia com as pessoas, fomentamos o melhor de nossos profissionais através de nossa expertise em encontrar e atrair os melhores talentos para os melhores projetos. O Foco nas Pessoas, Colaboração e Comprometimento são os pilares que nos guiam nessa trajetória. Junta-te à nossa equipa como nosso novo Product Owner! Requisitos: Licenciatura ou Mestrado nas áreas de Engenharia, Tecnologias de Informação, Gestão ou Economia. Experiência mínima de 5 anos em projetos de Sistemas de Informação e/ou Engenharia e Desenvolvimento de Software. Experiência mínima de 1 ano como Product Owner em projetos de Consultoria de Sistemas de Informação e/ou Engenharia e Desenvolvimento de Software no setor público. Fluente em Português. Diferenciais: +6...",N/A,3 de Outubro de 2025,YellowIpe,N/A,https://www.itjobs.pt/oferta/505297/product-owner,Data Science,Product Owner,Senior
Remoto,"Git, Python, TypeScript","Who are we: Neotalent Conclusion is one of the leading Iberian specialists providing services in Information Technology and Engineering services. As part of the Netherlands-based organization Conclusion, which has an ecosystem of over 25 companies and 3,600 employees, we are focused on increasing the technological capacity of our clients and the digital transformation of their application ecosystems. We are talent specialists, attracting the best people and combining them with the needs of the most ambitious projects, at the right time. Our success comes from our investments in innovation, our focus on results, and, above all, the guarantee that our people will have happy and rewarding careers. With over 25 years of solid experience, Neotalent Conclusion has established its presence in key...",N/A,3 de Outubro de 2025,Neotalent Conclusion,Contrato sem termo,https://www.itjobs.pt/oferta/505249/sre-observability,DevOps,SRE - Observability,Senior
Presencial,"Machine Learning, TypeScript","A Integer Consulting é uma empresa portuguesa de consultoria em tecnologias de informação. Somos especialistas em serviços de IT outsourcing, software, projetos de nearshore e desenvolvimento à medida. Somos parceiros dos principais players tecnológicos a nível mundial e trabalhamos com empresas nacionais e multinacionais de diversos setores de atividade. A maioria dos projetos em que participamos são em Portugal, no Brasil e um pouco por toda a Europa. O que nos diferencia é o talento tecnológico e a experiência das pessoas que fazem parte da equipa e que integram os nossos projetos. Estás à procura de novas oportunidades na área de IT? Temos novidades para ti! Este pode ser o desafio perfeito, se tiveres: - Licenciatura em Engenharia Informática ou similar; - +5 anos de experiência em ge...",Lisboa,3 de Outubro de 2025,Integer Consulting,Full-time,https://www.itjobs.pt/oferta/505066/it-project-manager-c-espanhol,Data Science,IT Project Manager c/Espanhol,Manager
Presencial,"Java, TypeScript","Seeking a Java Developer (French Speaker): Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professiona...",Porto,3 de Outubro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504687/java-developer-french-speaker,Infrastructure,Java Developer (French Speaker),C-Level
Presencial,TypeScript,"Seeking a Senior FullStack Developer: Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professional lif...",Porto,3 de Outubro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504686/senior-fullstack-developer,Fullstack,Senior FullStack Developer,C-Level
Presencial,".NET, Angular, JavaScript, TypeScript","Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. This project is part of the business investment banking and financial services area, and currently has its technological hub in Porto and is working on the development of innovative solutions and support for all operations related to the business. We are looking for a Senior Fullstack .NET/Angular to work in this project in Porto (Hybrid). Requirements: - Bachelor's degree in Computer Science or a related field; -More than 9 years of professional experience developing with .NET; -Solid experience in .NET and .NET Core; -Experience in Javascript frameworks (pro...",Porto,3 de Outubro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504010/senior-fullstack-net-angular,Frontend,Senior Fullstack .NET/Angular,Senior
Presencial,"Machine Learning, TypeScript",Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. Are you eager to be part of a multinational project in the field of information technology? Here you’ll have the opportunity to work as a consultant and collaborate with talented colleagues and clients across the globe. Join us in this project and start making a contribution to innovation in the industry! We are looking for a Functional SAP SD/CS consultant for a project for Lisbon or Porto (hybrid): Responsibilities : -Collaborate with the domain team for knowledge sharing and risk identification; - Promote global business processes; - Follow documentation an...,"Lisboa, Porto",3 de Outubro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504163/functional-sap-sd-cs-consultant,Data Science,Functional SAP SD/CS consultant,N/A
Presencial,"Machine Learning, TypeScript","A Integer Consulting é uma empresa portuguesa de consultoria em tecnologias de informação. Somos especialistas em serviços de IT outsourcing, software, projetos de nearshore e desenvolvimento à medida. Somos parceiros dos principais players tecnológicos a nível mundial e trabalhamos com empresas nacionais e multinacionais de diversos setores de atividade. A maioria dos projetos em que participamos são em Portugal, no Brasil e um pouco por toda a Europa. O que nos diferencia é o talento tecnológico e a experiência das pessoas que fazem parte da equipa e que integram os nossos projetos. Estás à procura de novas oportunidades na área de IT? Temos novidades para ti! Este Pode Ser o Desafio Perfeito, Se Tiveres Licenciatura na área de IT + de 5 anos de experiência em Gestão de Ativos Experiênci...",Lisboa,3 de Outubro de 2025,Integer Consulting,Full-time,https://www.itjobs.pt/oferta/505069/gestor-de-ativos-it-support,Data Science,Gestor de Ativos/IT Support,Senior
Presencial,"Angular, Java, TypeScript","Seeking a Full Stack Java/Angular Specialist: Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professi...",Porto,3 de Outubro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504685/full-stack-java-angular-specialist,Frontend,Full Stack Java/Angular Specialist,C-Level
Presencial,"API REST, Git, TypeScript","Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. If you enjoy the thrill of the challenges that Digital Transformation and Energy Transition bring to companies, this project may be interesting to you. Here you will be able to work with the development of personalized services and end-to-end solutions. We are looking for a SAP EPPM | PS Consultant for a long term role in this hybrid project in Lisbon. Requirements: - 6+ years of professional experience as a SAP EPPM or PS Consultant; - Strong knowledge of S/4HANA Cloud (Public Edition experience is a plus); - Experience with Resource Management processes (SAP...",Lisboa,3 de Outubro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504229/sap-eppm-ps-consultant,ERP/CRM,SAP EPPM | PS Consultant,N/A
Remoto,"Machine Learning, React, TypeScript","Procuramos um Frontend Developer com experiência sólida em React e TypeScript, para integrar a nossa equipa de desenvolvimento e participar na criação de aplicações modernas, escaláveis e com foco na experiência do utilizador. Projetos e Produtos Vais aplicar a tua experiência na criação de web apps e plataformas móveis para clientes de referência, onde a qualidade da interface é fundamental. O teu papel será crucial na definição da experiência do utilizador e na evolução de design systems sofisticados, transformando soluções complexas em interações intuitivas e modernas. Para além de plataformas com assistentes virtuais e sistemas de automatização inteligente de informação e processos, o facto de estarmos a desenvolver um produto próprio de Inteligência Artificial enriquece o nosso ecossi...",Porto,3 de Outubro de 2025,Visual Thinking,Full-time,https://www.itjobs.pt/oferta/505369/frontend-developer-mid-senior,QA,Frontend Developer (Mid/Sénior),C-Level
Presencial,"Data Science, Machine Learning, TypeScript","Local: Lisboa (Híbrido) Descritivo da função: A Mind Source está a reforçar a sua Equipa de Business Insights, com um talento em Data Science Perfil: Experiência valorizada no desenvolvimento de soluções analíticas com IA, incluindo integração de GenAI (LLMs, diffusion models) em fluxos reais, como geração de texto, sumarização, classificação contextual, criação de imagens, agentes autónomos ou copilotos inteligentes Experiência na implementação de soluções interativas de visualização de dados para apresentação de resultados complexos Capacidade de construir pipelines robustos com pré-processamento de dados e fine-tuning de modelos base (ex.: LLaMA, Mistral, T5) Experiência na avaliação de modelos utilizando métricas específicas, como BLEU, ROUGE e perplexidade Experiência em deployment co...",Lisboa,3 de Outubro de 2025,Mind Source,"Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/505370/data-scientist-senior,Data Science,Data Scientist Sénior,Senior
Presencial,"JavaScript, Machine Learning, Node.js, Scala, TypeScript","Your connection with Aubay starts in the following lines: Aubay Portugal is a multinational French company, in Portugal since 2007. We have offices in Lisbon and Oporto and we are a specialized consultant in Management, Implementation, Development and Maintenance of Information Systems. We have more than 150 active partners and we operate in sectors such as banking, insurance, telecommunications, services, energy and transports. What are you going to do? Develop and maintain backend services for the PMP platform using Node.js and TypeScript; Ensure the platform is scalable, secure, and resilient; Propose architectural improvements based on platform growth and usage; Work closely with the Product Manager and Engineering Manager to deliver high-quality solutions within deadlines; Participate...",Lisboa,3 de Outubro de 2025,Aubay,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/505355/node-js-developer,Backend,Node.js Developer,C-Level
Presencial,"Agile, TypeScript","We are looking for a Business Analyst with experience with Cobol  to work in Lisbon who's eager to embark on an exciting new opportunity!  Apply here <endereço ocultado> About KWAN We connect IT professionals with projects that match their skills, professional experience, and goals, then we offer a career progression program, delivered by in-house specialists - our People Experience Partners - to guide them through our journey with us. What is this challenge about Perform functional analysis and prepare test notebooks for projects linked to the Credit and Debit Card Management System (SAC in Cobol/CICS), using Agile methodology; Identify and select solutions, evaluating and comparing various alternatives; Develop and validate functional specifications for software, components, interfaces, ...",Lisboa,3 de Outubro de 2025,KWAN,Full-time,https://www.itjobs.pt/oferta/505306/business-analyst-cobol,Frontend,Business Analyst (Cobol),Senior
Remoto,"Adobe, Machine Learning, Oracle, R, TypeScript","Who are “We”? Founded in 2016, Notify AI is a fast-growing martech scale-up. In a marketing ecosystem in full upheaval, we’re positioned as the 1st AI CRM solution for responsible and efficient omnichannel orchestration. Our proprietary technology allows ours brands to send - for each of their customers - the right message, at the right time and on the right channel, and integrates with all marketing automation tools (Salesforce, Adobe, Selligent, Oracle, Braze, Airship, Batch, etc.). With growth of +50% in the last 12 months and nearly 100 brands supported, notify is stepping up its product development in four areas : - Artificial Intelligence R&D to identify new algorithmic models for modeling and anticipating customer behavior - CRM orchestration: performance optimization, marketing pre...",Coimbra,3 de Outubro de 2025,Notify Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505311/back-end-developer-squad-product,Backend,Back-End Developer – Squad Product,N/A
Remoto,"Machine Learning, R, TypeScript","Com mais de 9 anos de existência a nível nacional, contamos com mais de 200 colaboradores com o nosso ADN e posicionamo-nos no mercado com 3 ofertas de serviço: Strategy (Outsourcing, Team as a Service, Tech Academies); R&D (Estágios, POC, Laboratório Tecnológico); Nearshore. Na ADENTIS centramo-nos nas PESSOAS e é este o nosso salário emocional: Equilíbrio entre a vida profissional e pessoal; Flexibilidade na rotina organizacional; Benefícios de saúde para colaboradores e familiares; Eventos Team Building; Protocolo com mais de 300 parceiros; Formação contínua através de um centro profissional de formação e certificação; Acompanhamento e feedback contínuo através de um plano personalizado; Progressão de carreira através de avaliações objetivas e diretas. IMPORTANTE: Exige-se fluência em p...",Lisboa,3 de Outubro de 2025,Adentis,Contrato sem termo,https://www.itjobs.pt/oferta/505308/teradata-engineer,Mobile,Teradata Engineer,N/A
Presencial,"Machine Learning, TypeScript","We are looking for a Data Platform Owner to join the team of our client - a reference company in the retail sector who is creating a new IT Hub in Portugal. What will be your main tasks and responsibilities? - Define and deliver the roadmap for enterprise data platform services, including ingestion, processing, modelling, reporting infrastructure, and AI/ML capabilities; - Ensure secure, high-quality, and well-governed data assets are made available across business and product domains; - Lead a distributed team of data professionals including data engineers, data scientists, data governance analysts, data QA lead, and data architects, working across both the CSC and Tech Hub; - Collaborate with business stakeholders and product teams to understand data needs, KPI definitions, and access mo...",Porto,3 de Outubro de 2025,QiBit Portugal,Contrato sem termo,https://www.itjobs.pt/oferta/505318/data-platform-owner,QA,Data Platform Owner,C-Level
Presencial,"Angular, Machine Learning, Scala, TypeScript","About YellowIpe Our mission is to inspire the connection between technology and people, we foster the best of our professionals through our expertise in finding and attracting the best talent for the best projects. The Focus on People, Collaboration and Commitment are the pillars that guide us in this trajectory. Join the yellow team as our new Angular Developer! Role: We are seeking a highly skilled Frontend Developer with strong expertise in Angular to join our team. The ideal candidate will have between 3 to 6 years of professional experience in frontend development, with a focus on building scalable, maintainable, and high-performance web applications. Requirements: 3–6 years of experience in frontend development. Strong expertise in Angular (latest versions) and TypeScript. Proficienc...","Lisboa, Porto",3 de Outubro de 2025,YellowIpe,N/A,https://www.itjobs.pt/oferta/505230/angular-developer,Frontend,Angular Developer,C-Level
Presencial,"Java, Machine Learning, TypeScript","A Integer Consulting é uma empresa portuguesa de consultoria em tecnologias de informação. Somos especialistas em serviços de IT outsourcing, software, projetos de nearshore e desenvolvimento à medida. Somos parceiros dos principais players tecnológicos a nível mundial e trabalhamos com empresas nacionais e multinacionais de diversos setores de atividade. A maioria dos projetos em que participamos são em Portugal, no Brasil e um pouco por toda a Europa. O que nos diferencia é o talento tecnológico e a experiência das pessoas que fazem parte da equipa e que integram os nossos projetos. Estás à procura de novas oportunidades na área de IT? Temos novidades para ti! Este pode ser o desafio perfeito, se tiveres: - Licenciatura em Engenharia Informática ou similar; - +5 anos de experiência em Ja...",Lisboa,3 de Outubro de 2025,Integer Consulting,Full-time,https://www.itjobs.pt/oferta/505065/java-full-stack-developer,Fullstack,Java Full Stack Developer,Senior
Presencial,"Java, TypeScript","Seeking a Java Architect (Tech Lead): Rhino, are you there? At WE ARE META, we focus on finding the perfect match between our Rhinos and our clients. Why join us? Expand your network: As a consultant at We Are META, you’ll have access to a network of national and international partners across diverse sectors of the tech industry. Enjoy our perks: When you join the crash you’ll have an array of benefits , to help you achieve the best work-life balance. Get your perfect match: Our recruiters do their best to get the best position for you, whether in terms of working policy (remote, hybrid, on-site) or the company’s culture . Personalized support: With our career coach , we assure that all your needs are being met and you’re being provided everything you need to excel in your professional lif...",Porto,3 de Outubro de 2025,We Are Meta,"Contrato a termo, Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/504684/java-architect-tech-lead,Infrastructure,Java Architect (Tech Lead),C-Level
Presencial,"API REST, Git, TypeScript","Dellent is a consulting company focused in System Information and Telecommunications. Our goal is to help our candidates and consultants to take a step forward in their careers through projects that meet their needs and expectations. If you enjoy the thrill of the challenges that Digital Transformation and Energy Transition bring to companies, this project may be interesting to you. Here you will be able to work with the development of personalized services and end-to-end solutions. We are looking for a SAP FICO Consultant for a long term role in this hybrid project in Lisbon or Porto. Requirements: - Strong knowledge of FI/CO in S/4HANA Cloud environment; - Minimum 6 years of relevant experience as a SAP FICO Consultant; - Fluency in English and Portuguese; - Based in Portugal. What you c...","Lisboa, Porto",3 de Outubro de 2025,Dellent,Full-time,https://www.itjobs.pt/oferta/504325/sap-fico-consultant,ERP/CRM,SAP FICO Consultant,N/A
Presencial,"Machine Learning, TypeScript","Your connection with Aubay starts in the following lines: Aubay Portugal is a multinational French company, in Portugal since 2007. We have offices in Lisbon and Oporto and we are a specialized consultant in Management, Implementation, Development and Maintenance of Information Systems. We have more than 150 active partners and we operate in sectors such as banking, insurance, telecommunications, services, energy and transports. What will you do? Monitoring technical implementation: specialized point of contact during the integration of services with the external client. Must be able to analyze the service's functional and technical documentation. Monitor client testing, analyze any errors found, and assist the client in resolving them; Problem-Solving and Critical Thinking Skills: Analyze...",Lisboa,3 de Outubro de 2025,Aubay,N/A,https://www.itjobs.pt/oferta/505361/mid-project-manager,QA,Mid Project Manager,C-Level
Remoto,"Agile, Git, Machine Learning, Oracle, SQL","Local: Lisboa (Híbrido) Descritivo da função: A Mind Source está a reforçar a sua equipa de Web & Mobile Apps com um talento em desenvolvimento Datawarehouse. Perfil: Experiência mínima de 10 anos em Oracle / PL SQL e Shell Unix Preferencialmente com conhecimentos em Datastage, SAS Guide e/ou SAS DIS Perfil analista/programador, dinâmico e com iniciativa Facilidade de comunicação e integração em equipa Interesse ou experiência em atividades de suporte Conhecimentos na área da Banca Experiência em metodologia Agile QUEM SOMOS: Somos uma empresa de Consultoria especializada em IT e Transformação de Negócios, entregando valor através de dados, soluções digitais e liderança estratégica. 18 anos de experiência +200 profissionais talentosos movidos pela inovação e excelência. Especialistas em Bu...",Lisboa,3 de Outubro de 2025,Mind Source,"Contrato sem termo, Prestação de Serviços",https://www.itjobs.pt/oferta/505324/datawarehouse-developer,Mobile,PL/SQL Developer,Senior
Remoto,"Angular, Git, JavaScript, Node.js, PostgreSQL, TypeScript","We are looking for a Node.Js to work in remote from Portugal who's eager to embark on an exciting new opportunity! Apply here: <endereço ocultado> About KWAN We connect IT professionals with projects that match their skills, professional experience, and goals, then we offer a career progression program, delivered by in-house specialists - our People Experience Partners - to guide them through our journey with us. Does it sound exciting? Apply now! <endereço ocultado> What we are looking for: At least 4 years of experience in similar roles; Strong experience with NestJS and TypeScript for backend development Strong Angular experience Solid understanding of Snowflake and Postgres development Knowledge of version control (Git) and CI/CD pipelines Strong problem-solving skills and attention to...",N/A,3 de Outubro de 2025,KWAN,Full-time,https://www.itjobs.pt/oferta/505307/fullstack-developer-nest-and-angular,Frontend,Fullstack  Developer (Nest and Angular),Senior
